Monthly Rent,Location,Bedrooms,Bathrooms,Receptions,Description,Nearest Station,Distance (miles),Long Description,Available,Link
2395.0,"Vawdrey Close, London E1",5.0,1.0,,5 bed end terrace house ,Whitechapel,0.3 ,"All Agent's winner best Estate Agent 2015,2016,2017,2018,2019 in East London E1. Google 4.9 ranking review rated. Ranked top 20 agent in UKOlympia Properties are pleased to offer this spacious 5 bed end of terrace house (lounge converted int",Available immediately,https://www.zoopla.co.uk/to-rent/details/56048356
3250.0,"The Courtyard, 44 Gloucester Avenue, London NW1",2.0,,,2 bed flat ,Chalk Farm,0.2 ,Stunning two bedroom apartment in a luxurious new build development in Primrose Hill,,https://www.zoopla.co.uk/to-rent/details/56048328
2300.0,"Thornaby House, Canrobert Street, London E2",3.0,1.0,,3 bed flat ,Bethnal Green,0.2 ,"A recently renovated, beautiful 3 bedroom Apartment in a wonderful location, situated in Bethnal Green.",Available immediately,https://www.zoopla.co.uk/to-rent/details/56048319
1647.0,"Queen Elizabeth Street, London SE1",1.0,1.0,1.0,1 bed flat ,London Bridge,0.5 ,"First floor one bedroom apartment with wood flooring throughout and private balcony. The property further benefits from a separate kitchen, secure parking and 24 hour concierge. The Circle is one of Shad Thames' most iconic developments, local ...",,https://www.zoopla.co.uk/to-rent/details/56048311
2395.0,"Vawdrey Close, London E1",4.0,1.0,1.0,4 bed end terrace house ,Whitechapel,0.3 ,"All Agent's winner best Estate Agent 2015,2016,2017,2018,2019 in East London E1. Google 4.9 ranking review rated. Ranked top 20 agent in UKOlympia Properties are pleased to offer this spacious 4 bed end of terrace house. The property compris",Available immediately,https://www.zoopla.co.uk/to-rent/details/56048306
2500.0,"Providence Square, London SE1",2.0,2.0,1.0,2 bed flat ,Bermondsey,0.4 ,"Top floor two bedroom two bathroom apartment in Providence Square less than 100 meters from Shad Thames and the Thames Path. This property boast a large reception room, separate kitchen and views of Japanese Water Garden. Providence Square is moments ...",,https://www.zoopla.co.uk/to-rent/details/56048304
2080.0,"Mill Street, London SE1",2.0,2.0,1.0,2 bed flat ,Bermondsey,0.4 ,"A two bedroom apartment in Scotts Sufferance Wharf on sought after Mill Street. Well finished throughout, the property would be ideal for a professional couple. Unfurnished. Located 100m from the River Thames and a selection of bars and restaurants ...",,https://www.zoopla.co.uk/to-rent/details/56048303
2578.0,"Cornelia Street, London N7",3.0,1.0,1.0,3 bed property ,Caledonian Road & Barnsbury,0.1 ,"A spacious and newly refurbished 3 bedroom house in the heart of Islington, spanning over 920 sqft. The property, which is split over two levels, comprises a large fully fitted kitchen, equipped with a full size fridge / freezer, dishwasher & washer ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/56048285
2492.0,"James Street, London WC2E",2.0,1.0,1.0,2 bed flat ,Covent Garden,0.0 ,A large and well presented two bedroom third floor apartment within a red brick residential building in the heart of Covent Garden with a separate kitchen and feature fireplace. James Street is located directly opposite Covent Garden Underground and ...,,https://www.zoopla.co.uk/to-rent/details/56048284
3094.0,"Rutland Gate, London SW7",2.0,2.0,,2 bed flat ,Knightsbridge,0.3 ,"A lovely London 85 square meters, 2-bedroom flat located on the ground floor without a lift.",Available from 11th Sep 2020,https://www.zoopla.co.uk/to-rent/details/56048129
14083.0,"Park Street, Mayfair, London W1K",3.0,3.0,2.0,3 bed flat ,Marble Arch,0.2 ,A luxurious three bedroom apartment situated in the heart of Mayfair with direct access to Green Street private gardens.,,https://www.zoopla.co.uk/to-rent/details/56048274
3012.0,"Cadogan Square, Knightsbridge, London SW1X",1.0,1.0,1.0,1 bed flat ,Sloane Square,0.2 ,"Beautifully presented, elegant raised ground floor flat with high ceilings finished in a contemporary style located on a prime garden square in the heart of Knightsbridge.",,https://www.zoopla.co.uk/to-rent/details/56048267
1993.0,"Bezier Apartments, 91 City Road, London EC1Y",1.0,1.0,1.0,1 bed flat ,Old Street,0.1 ,Stunning one bedroom apartment in this luxury City development with rooftop views.,,https://www.zoopla.co.uk/to-rent/details/56048212
5850.0,"Princes Gate Mews, South Kensington, London SW7",3.0,3.0,2.0,3 bed mews house ,South Kensington,0.3 ,"Well presented house with wood floors throughout, ample living space and a private garage in a quaint cobbled mews in South Kensington.",,https://www.zoopla.co.uk/to-rent/details/56048141
2708.0,"St. Johns Wood High Street, London NW8",2.0,2.0,1.0,2 bed flat ,St. John's Wood,0.1 ,Amazing location - Over 1000sqft - Wooden flooring - Period features - Separate Kitchen - Separate Dining room - Master bedroom with en-suite - Close to Regents Park,Available from  2nd Oct 2020,https://www.zoopla.co.uk/to-rent/details/56048155
1800.0,"York Street, London W1H",1.0,1.0,1.0,1 bed flat ,Marylebone,0.2 ,Spacious one bedroom flat in lower ground floor. Convenient for central London,Available immediately,https://www.zoopla.co.uk/to-rent/details/56048076
3098.0,"Centre Point, London WC2H",2.0,2.0,1.0,2 bed flat ,Tottenham Court Road,0.1 ,***Under Complete Renowation***Large split level apartment situated within this iconic residence in the heart of the West End within moments of Tottenham Court Road station. The apartment is set over a split level and comprises two large double bedroom,Available immediately,https://www.zoopla.co.uk/to-rent/details/56048059
1712.0,"Stamford Road, London N1",2.0,1.0,1.0,2 bed flat ,Dalston Junction,0.1 ,"A two bedroom flat moments from Dalston Junction and Kingsland Road on the second floor of a period building. With two double bedrooms and a spacious living room this flat is ideal for professional sharers or a couple. Moments from De Beauvoir Town, ...",,https://www.zoopla.co.uk/to-rent/details/56048048
1400.0,"Dame Street, London N1",,1.0,1.0,Studio ,Essex Road,0.4 ,"Beautiful and large studio apartment in the heart of Islington, situated along the Canal. The flat has stunning and tranquil views of the river. With large windows and an excess of space the flat is beautifully complimented by its well sized kitchen ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/56048023
1350.0,"Buckfast Street, Shoreditch/Bethnal Green E2",2.0,1.0,,2 bed flat ,Bethnal Green,0.3 ,"A Light and airy 2 double bedroom apartment within a Purpose Build. This great property consists of Wood floors throughout, a Large separate fitted Kitchen with dining space, Tiled Bathroom With Shower/WC, Gas central heating & double glazing. Comes ...",Available from 10th Sep 2020,https://www.zoopla.co.uk/to-rent/details/56048019
1545.0,"Kingsland Road, London E2",1.0,1.0,1.0,1 bed flat ,Hoxton,0.1 ,"A magnificent 625sqft 1 bedroom Apartment in a wonderful location, situated in Shoreditch offering amazing comfortable living and convenience with simplicity.",Available immediately,https://www.zoopla.co.uk/to-rent/details/56047985
2708.0,"Duchess Walk, London SE1",1.0,1.0,1.0,1 bed flat ,London Bridge,0.3 ,"A stunning 2nd floor apartment situated in Chatsworth House at One Tower Bridge. Furnished the highest of standards, this property will be perfect for a city professional. Private balcony. One Tower Bridge sits on the banks of the River Thames, and ...",,https://www.zoopla.co.uk/to-rent/details/56047970
2817.0,"Sussex Gardens, London W2",1.0,1.0,1.0,1 bed flat ,Lancaster Gate,0.1 ,Short let. A charming one bedroom flat set close to Hyde Park. This property comes fully furnished and fully equipped and is ideal for anyone looking to be close to Central London as well as being able to commute to the city.,,https://www.zoopla.co.uk/to-rent/details/56047979
1517.0,"Queen's Gate, London SW7",,1.0,1.0,Studio ,Gloucester Road,0.2 ,"An exceptionally spacious studio which has been newly refurbished throughout. There is a open plan kitchen reception room, spacious sleeping area and brand new kitchen and shower room. Within a mile of South Kensington and Knightsbridge with a wide ...",,https://www.zoopla.co.uk/to-rent/details/56047961
1700.0,"Sylvia Court, Hoxton N1",2.0,1.0,1.0,2 bed duplex ,Old Street,0.4 ,"Available to move in immediately. A brilliant two double bedroom fourth floor flat with balcony. This flat has been recently been renovated and has two double bedrooms with plenty of light and storage space, a large and bright reception/lounge with ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/56047940
2167.0,"Times Square, London E1",2.0,2.0,1.0,2 bed flat ,Aldgate East,0.2 ,"This two bedroom, two bathroom ground floor apartment is situated in a sought after development in the heart of the City. The property has a great entertaining space with wooden flooring that leads onto your own private terrace. Times Square has St ...",,https://www.zoopla.co.uk/to-rent/details/56047921
1600.0,"Pentonville Road, London N1",1.0,1.0,1.0,1 bed flat ,Angel,0.1 ,This unique one bedroom flat situated on the famous Pentonville Road is the ideal flat to rent! This lovely flat is in a private block which consists of a huge front garden and a communal back garden. The property boasts a massive open plan ...,Available immediately,https://www.zoopla.co.uk/to-rent/details/56047920
2400.0,"Camden Park Road, London NW1",4.0,1.0,,4 bed flat ,Caledonian Road,0.5 ,"Monsoon Properties are pleased to present to you this well-presented, bright & spacious 3 double bedroom flat with a large separate reception which can also be used as the 4th bedroom",Available immediately,https://www.zoopla.co.uk/to-rent/details/46000097
1800.0,"Cephas Street, London E1",2.0,1.0,1.0,2 bed flat ,Stepney Green,0.3 ,"Enjoying a quiet location moments from the amenities of Mile End Road and Bethnal Green Road, this sizeable two bedroomed first floor flat benefits from ample living space and private balcony. The property comprises bright reception room, smart ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/56047890
2200.0,"Fossil Court, London SE1",2.0,2.0,,2 bed flat ,London Bridge,0.5 ,"Long let! Amazing 2 Bedroom 2 Bath Apartment at London Bridge, 10mins to tube!",Available immediately,https://www.zoopla.co.uk/to-rent/details/55504178
2600.0,"Fossil Court, London SE1",2.0,2.0,,2 bed flat ,London Bridge,0.5 ,"Short let! All bills included! Amazing 2 Bedroom 2 Bath Apartment at London Bridge, 10mins to tube!",Available immediately,https://www.zoopla.co.uk/to-rent/details/55504245
480.0,"Spring Walk, Aldgate East/Brick Lane E1",1.0,1.0,,Room ,Whitechapel,0.3 ,"Double room within a 5 bed house, room has wooden floors, double bed, and wardrobe, fitted kitchen/dining and appliances, access to a private patio, neutrally decorated, separate bathroom/shower & separate WC x2, double glazing, gas central heating",Available immediately,https://www.zoopla.co.uk/to-rent/details/56047873
1690.0,"White Horse Street, Mayfair W1J",1.0,1.0,,1 bed flat ,Green Park,0.1 ,Fully Furnished Modern One Bedroom Flat in Mayfair Students Welcome for Academic Year 2020/2021 with tailored 6-9-12 months contracts,Available immediately,https://www.zoopla.co.uk/to-rent/details/56047635
1700.0,"Bedford Ave, London WC1B",1.0,1.0,1.0,1 bed flat ,Tottenham Court Road,0.1 ,"Superb double bedroom apartment situated on the fourth floor of a historic red-brick mansion building in Bloomsbury, WC1. Minutes from Tottenham Court Station and Oxford Street while located in a quiet ambient neighbourhood.",Available immediately,https://www.zoopla.co.uk/to-rent/details/56047839
1690.0,"Clarence Gardens, Euston NW1",2.0,1.0,,2 bed flat ,Great Portland Street,0.3 ,"Bentley & Co are delighted to market this fabulous one bedroom apartment to the lettings market. Property boasts a good size reception room which currently is being used as the 2nd bedroom, spacious double bedroom with sofa bed wardrobe and desk and ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/56047720
1900.0,"Old Montague Street, Aldgate East/Brick Lanebl E1",4.0,1.0,,4 bed maisonette ,Whitechapel,0.3 ,"A lovely, newly refurbished 4 bedroom maisonette offering a private patio, laminated wooden flooring throughout, separate fitted kitchen and appliances and dining white appliances, neutrally decorated, separate bathroom & separate WC x2, double glazing, g",Available immediately,https://www.zoopla.co.uk/to-rent/details/56047818
1800.0,"Wynyatt Street, Angel EC1V",1.0,1.0,1.0,1 bed flat ,Angel,0.3 ,"This beautifully presented one double bedroom first floor apartment is superbly located close to Angel underground station (Northern Line) and within easy reach of Old Street. It has a spacious reception room, separate fitted kitchen, a well ...",Available from 17th Oct 2020,https://www.zoopla.co.uk/to-rent/details/56047672
1690.0,"White Horse Street, Mayfair W1J",1.0,1.0,1.0,1 bed duplex ,Green Park,0.1 ,Fully Furnished Modern One Bedroom Flat in Mayfair Students Welcome for Academic Year 2020/2021 with tailored 6-9-12 months contracts,Available from 20th Sep 2020,https://www.zoopla.co.uk/to-rent/details/56046473
